payment_id,order_id,payment_method,payment_status
PAY10845,ORD10845,UPI,Successful
PAY10846,ORD10846,Credit Card,Successful
PAY10847,ORD10847,UPI,Successful
PAY10848,ORD10848,Net Banking,Successful
PAY10849,ORD10849,Cash on Delivery,Successful
PAY10850,ORD10850,Debit Card,Successful
PAY10851,ORD10851,Net Banking,Successful
PAY10852,ORD10852,UPI,Failed
PAY10853,ORD10853,UPI,Refunded
PAY10854,ORD10854,Net Banking,Successful
PAY10855,ORD10855,Credit Card,Successful
PAY10856,ORD10856,Cash on Delivery,Successful
PAY10857,ORD10857,Cash on Delivery,Successful
PAY10858,ORD10858,Net Banking,Successful
PAY10859,ORD10859,Net Banking,Failed
PAY10860,ORD10860,Credit Card,Successful
PAY10861,ORD10861,Credit Card,Successful
PAY10862,ORD10862,Debit Card,Successful
PAY10863,ORD10863,Debit Card,Successful
PAY10864,ORD10864,UPI,Failed
PAY10865,ORD10865,Credit Card,Successful
PAY10866,ORD10866,Net Banking,Successful
PAY10867,ORD10867,UPI,Successful
PAY10868,ORD10868,Cash on Delivery,Successful
PAY10869,ORD10869,Credit Card,Successful
PAY10870,ORD10870,Debit Card,Successful
PAY10871,ORD10871,Net Banking,Refunded
PAY10872,ORD10872,Cash on Delivery,Successful
PAY10873,ORD10873,Debit Card,Successful
PAY10874,ORD10874,Credit Card,Failed
PAY10875,ORD10875,Net Banking,Successful
PAY10876,ORD10876,Debit Card,Successful
PAY10877,ORD10877,Credit Card,Successful
PAY10878,ORD10878,Credit Card,Successful
PAY10879,ORD10879,Debit Card,Successful
PAY10880,ORD10880,Debit Card,Failed
PAY10881,ORD10881,Credit Card,Successful
PAY10882,ORD10882,Credit Card,Successful
PAY10883,ORD10883,Credit Card,Successful
PAY10884,ORD10884,UPI,Successful
PAY10885,ORD10885,Cash on Delivery,Successful
PAY10886,ORD10886,Cash on Delivery,Successful
PAY10887,ORD10887,Net Banking,Successful
PAY10888,ORD10888,Debit Card,Successful
PAY10889,ORD10889,Net Banking,Successful
PAY10890,ORD10890,Cash on Delivery,Successful
PAY10891,ORD10891,Cash on Delivery,Failed
PAY10892,ORD10892,Net Banking,Successful
PAY10893,ORD10893,Debit Card,Failed
PAY10894,ORD10894,Credit Card,Refunded
PAY10895,ORD10895,Cash on Delivery,Successful
PAY10896,ORD10896,Debit Card,Successful
PAY10897,ORD10897,UPI,Failed
PAY10898,ORD10898,Net Banking,Refunded
PAY10899,ORD10899,Credit Card,Successful
PAY10900,ORD10900,Credit Card,Successful
PAY10901,ORD10901,Debit Card,Successful
PAY10902,ORD10902,Cash on Delivery,Successful
PAY10903,ORD10903,Debit Card,Refunded
PAY10904,ORD10904,Debit Card,Successful
PAY10905,ORD10905,Credit Card,Successful
PAY10906,ORD10906,Net Banking,Successful
PAY10907,ORD10907,Cash on Delivery,Successful
PAY10908,ORD10908,UPI,Successful
PAY10909,ORD10909,UPI,Successful
PAY10910,ORD10910,UPI,Successful
PAY10911,ORD10911,UPI,Successful
PAY10912,ORD10912,UPI,Successful
PAY10913,ORD10913,Credit Card,Successful
PAY10914,ORD10914,UPI,Failed
PAY10915,ORD10915,Cash on Delivery,Successful
PAY10916,ORD10916,Cash on Delivery,Successful
PAY10917,ORD10917,UPI,Failed
PAY10918,ORD10918,Debit Card,Successful
PAY10919,ORD10919,Cash on Delivery,Successful
PAY10920,ORD10920,Net Banking,Successful
PAY10921,ORD10921,Net Banking,Successful
PAY10922,ORD10922,Debit Card,Successful
PAY10923,ORD10923,UPI,Successful
PAY10924,ORD10924,Cash on Delivery,Successful
PAY10925,ORD10925,Net Banking,Successful
PAY10926,ORD10926,Debit Card,Successful
PAY10927,ORD10927,Credit Card,Successful
PAY10928,ORD10928,Debit Card,Successful
PAY10929,ORD10929,Net Banking,Successful
PAY10930,ORD10930,Debit Card,Successful
PAY10931,ORD10931,Cash on Delivery,Failed
PAY10932,ORD10932,Credit Card,Successful
PAY10933,ORD10933,Net Banking,Successful
PAY10934,ORD10934,Credit Card,Successful
PAY10935,ORD10935,Cash on Delivery,Successful
PAY10936,ORD10936,Cash on Delivery,Failed
PAY10937,ORD10937,UPI,Successful
PAY10938,ORD10938,Credit Card,Successful
PAY10939,ORD10939,Net Banking,Successful
PAY10940,ORD10940,Cash on Delivery,Successful
PAY10941,ORD10941,Net Banking,Successful
PAY10942,ORD10942,UPI,Successful
PAY10943,ORD10943,Net Banking,Successful
PAY10944,ORD10944,Cash on Delivery,Successful
PAY10945,ORD10945,Net Banking,Successful
PAY10946,ORD10946,UPI,Successful
PAY10947,ORD10947,Debit Card,Successful
PAY10948,ORD10948,Cash on Delivery,Successful
PAY10949,ORD10949,Debit Card,Successful
PAY10950,ORD10950,Net Banking,Successful
PAY10951,ORD10951,Credit Card,Successful
PAY10952,ORD10952,UPI,Successful
PAY10953,ORD10953,Net Banking,Successful
PAY10954,ORD10954,Debit Card,Successful
PAY10955,ORD10955,Credit Card,Successful
PAY10956,ORD10956,Debit Card,Successful
PAY10957,ORD10957,Net Banking,Successful
PAY10958,ORD10958,UPI,Successful
PAY10959,ORD10959,Credit Card,Failed
PAY10960,ORD10960,Debit Card,Successful
PAY10961,ORD10961,Net Banking,Successful
PAY10962,ORD10962,Net Banking,Successful
PAY10963,ORD10963,Net Banking,Successful
PAY10964,ORD10964,UPI,Successful
PAY10965,ORD10965,Debit Card,Refunded
PAY10966,ORD10966,Cash on Delivery,Successful
PAY10967,ORD10967,Cash on Delivery,Successful
PAY10968,ORD10968,Debit Card,Successful
PAY10969,ORD10969,Credit Card,Successful
PAY10970,ORD10970,Cash on Delivery,Refunded
PAY10971,ORD10971,Net Banking,Successful
PAY10972,ORD10972,UPI,Successful
PAY10973,ORD10973,Net Banking,Failed
PAY10974,ORD10974,Credit Card,Failed
PAY10975,ORD10975,UPI,Successful
PAY10976,ORD10976,UPI,Successful
PAY10977,ORD10977,UPI,Successful
PAY10978,ORD10978,Debit Card,Successful
PAY10979,ORD10979,UPI,Successful
PAY10980,ORD10980,UPI,Successful
PAY10981,ORD10981,Net Banking,Successful
PAY10982,ORD10982,Credit Card,Refunded
PAY10983,ORD10983,Credit Card,Successful
PAY10984,ORD10984,Debit Card,Successful
PAY10985,ORD10985,Cash on Delivery,Successful
PAY10986,ORD10986,Net Banking,Successful
PAY10987,ORD10987,Credit Card,Successful
PAY10988,ORD10988,Net Banking,Successful
PAY10989,ORD10989,Net Banking,Successful
PAY10990,ORD10990,UPI,Successful
PAY10991,ORD10991,UPI,Successful
PAY10992,ORD10992,Net Banking,Successful
PAY10993,ORD10993,Net Banking,Failed
PAY10994,ORD10994,Cash on Delivery,Successful
PAY10995,ORD10995,Credit Card,Successful
PAY10996,ORD10996,Net Banking,Successful
PAY10997,ORD10997,Debit Card,Successful
PAY10998,ORD10998,UPI,Successful
PAY10999,ORD10999,Net Banking,Successful
PAY11000,ORD11000,Cash on Delivery,Successful
PAY11001,ORD11001,Debit Card,Successful
PAY11002,ORD11002,Debit Card,Successful
PAY11003,ORD11003,UPI,Successful
PAY11004,ORD11004,UPI,Failed
PAY11005,ORD11005,Credit Card,Successful
PAY11006,ORD11006,UPI,Failed
PAY11007,ORD11007,Cash on Delivery,Successful
PAY11008,ORD11008,UPI,Failed
PAY11009,ORD11009,Credit Card,Successful
PAY11010,ORD11010,UPI,Failed
PAY11011,ORD11011,UPI,Successful
PAY11012,ORD11012,UPI,Successful
PAY11013,ORD11013,UPI,Successful
PAY11014,ORD11014,Net Banking,Successful
PAY11015,ORD11015,Net Banking,Refunded
PAY11016,ORD11016,Debit Card,Successful
PAY11017,ORD11017,UPI,Successful
PAY11018,ORD11018,UPI,Successful
PAY11019,ORD11019,Cash on Delivery,Successful
PAY11020,ORD11020,Credit Card,Successful
PAY11021,ORD11021,Debit Card,Successful
PAY11022,ORD11022,UPI,Successful
PAY11023,ORD11023,Debit Card,Successful
PAY11024,ORD11024,Net Banking,Successful
PAY11025,ORD11025,UPI,Successful
PAY11026,ORD11026,Cash on Delivery,Successful
PAY11027,ORD11027,Debit Card,Successful
PAY11028,ORD11028,Cash on Delivery,Failed
PAY11029,ORD11029,Cash on Delivery,Successful
PAY11030,ORD11030,Net Banking,Refunded
PAY11031,ORD11031,Cash on Delivery,Successful
PAY11032,ORD11032,Debit Card,Successful
PAY11033,ORD11033,Cash on Delivery,Successful
PAY11034,ORD11034,Credit Card,Successful
PAY11035,ORD11035,Debit Card,Successful
PAY11036,ORD11036,Credit Card,Successful
PAY11037,ORD11037,Net Banking,Successful
PAY11038,ORD11038,Cash on Delivery,Failed
PAY11039,ORD11039,UPI,Successful
PAY11040,ORD11040,Debit Card,Successful
PAY11041,ORD11041,Cash on Delivery,Successful
PAY11042,ORD11042,Debit Card,Successful
PAY11043,ORD11043,Credit Card,Successful
PAY11044,ORD11044,Net Banking,Successful
PAY11045,ORD11045,Cash on Delivery,Successful
PAY11046,ORD11046,Credit Card,Successful
PAY11047,ORD11047,Cash on Delivery,Successful
PAY11048,ORD11048,Net Banking,Failed
PAY11049,ORD11049,UPI,Successful
PAY11050,ORD11050,Debit Card,Successful
PAY11051,ORD11051,Net Banking,Successful
PAY11052,ORD11052,Debit Card,Successful
PAY11053,ORD11053,Debit Card,Successful
PAY11054,ORD11054,UPI,Failed
PAY11055,ORD11055,Cash on Delivery,Successful
PAY11056,ORD11056,Credit Card,Successful
PAY11057,ORD11057,Cash on Delivery,Successful
PAY11058,ORD11058,Credit Card,Successful
PAY11059,ORD11059,Cash on Delivery,Successful
PAY11060,ORD11060,Debit Card,Successful
PAY11061,ORD11061,UPI,Successful
PAY11062,ORD11062,UPI,Successful
PAY11063,ORD11063,UPI,Successful
PAY11064,ORD11064,Credit Card,Failed
PAY11065,ORD11065,Cash on Delivery,Successful
PAY11066,ORD11066,Net Banking,Refunded
PAY11067,ORD11067,UPI,Successful
PAY11068,ORD11068,Net Banking,Successful
PAY11069,ORD11069,UPI,Successful
PAY11070,ORD11070,Cash on Delivery,Successful
PAY11071,ORD11071,Cash on Delivery,Successful
PAY11072,ORD11072,Debit Card,Successful
PAY11073,ORD11073,Debit Card,Successful
PAY11074,ORD11074,Debit Card,Successful
PAY11075,ORD11075,Credit Card,Successful
PAY11076,ORD11076,Cash on Delivery,Successful
PAY11077,ORD11077,Debit Card,Successful
PAY11078,ORD11078,Net Banking,Successful
PAY11079,ORD11079,UPI,Successful
PAY11080,ORD11080,UPI,Successful
PAY11081,ORD11081,Cash on Delivery,Successful
PAY11082,ORD11082,Net Banking,Successful
PAY11083,ORD11083,UPI,Successful
PAY11084,ORD11084,Cash on Delivery,Successful
PAY11085,ORD11085,Credit Card,Failed
PAY11086,ORD11086,Net Banking,Refunded
PAY11087,ORD11087,Cash on Delivery,Successful
PAY11088,ORD11088,Net Banking,Successful
PAY11089,ORD11089,Credit Card,Successful
PAY11090,ORD11090,Debit Card,Successful
PAY11091,ORD11091,Cash on Delivery,Successful
PAY11092,ORD11092,UPI,Successful
PAY11093,ORD11093,Cash on Delivery,Successful
PAY11094,ORD11094,Cash on Delivery,Successful
PAY11095,ORD11095,Credit Card,Successful
PAY11096,ORD11096,Debit Card,Successful
PAY11097,ORD11097,Cash on Delivery,Successful
PAY11098,ORD11098,Net Banking,Successful
PAY11099,ORD11099,Cash on Delivery,Successful
PAY11100,ORD11100,Debit Card,Successful
PAY11101,ORD11101,UPI,Successful
PAY11102,ORD11102,Debit Card,Successful
PAY11103,ORD11103,Credit Card,Successful
PAY11104,ORD11104,Cash on Delivery,Successful
PAY11105,ORD11105,Net Banking,Successful
PAY11106,ORD11106,Net Banking,Successful
PAY11107,ORD11107,Net Banking,Successful
PAY11108,ORD11108,Net Banking,Successful
PAY11109,ORD11109,Credit Card,Successful
PAY11110,ORD11110,Cash on Delivery,Failed
PAY11111,ORD11111,Debit Card,Successful
PAY11112,ORD11112,Net Banking,Successful
PAY11113,ORD11113,Net Banking,Successful
PAY11114,ORD11114,Cash on Delivery,Successful
PAY11115,ORD11115,Net Banking,Successful
PAY11116,ORD11116,Credit Card,Successful
PAY11117,ORD11117,Credit Card,Successful
PAY11118,ORD11118,Net Banking,Successful
PAY11119,ORD11119,Cash on Delivery,Failed
PAY11120,ORD11120,Cash on Delivery,Successful
PAY11121,ORD11121,UPI,Successful
PAY11122,ORD11122,UPI,Failed
PAY11123,ORD11123,Credit Card,Successful
PAY11124,ORD11124,Debit Card,Successful
PAY11125,ORD11125,Net Banking,Successful
PAY11126,ORD11126,Net Banking,Successful
PAY11127,ORD11127,Credit Card,Successful
PAY11128,ORD11128,UPI,Successful
PAY11129,ORD11129,UPI,Successful
PAY11130,ORD11130,Cash on Delivery,Successful
PAY11131,ORD11131,Debit Card,Successful
PAY11132,ORD11132,Credit Card,Successful
PAY11133,ORD11133,Cash on Delivery,Successful
PAY11134,ORD11134,Debit Card,Successful
PAY11135,ORD11135,Credit Card,Successful
PAY11136,ORD11136,Credit Card,Refunded
PAY11137,ORD11137,Debit Card,Successful
PAY11138,ORD11138,Cash on Delivery,Successful
PAY11139,ORD11139,Net Banking,Successful
PAY11140,ORD11140,Debit Card,Successful
PAY11141,ORD11141,UPI,Successful
PAY11142,ORD11142,UPI,Successful
PAY11143,ORD11143,Cash on Delivery,Successful
PAY11144,ORD11144,Debit Card,Successful
PAY11145,ORD11145,Debit Card,Successful
PAY11146,ORD11146,UPI,Successful
PAY11147,ORD11147,UPI,Successful
PAY11148,ORD11148,Credit Card,Successful
PAY11149,ORD11149,Cash on Delivery,Successful
PAY11150,ORD11150,Credit Card,Refunded
PAY11151,ORD11151,Debit Card,Successful
PAY11152,ORD11152,Cash on Delivery,Successful
PAY11153,ORD11153,Cash on Delivery,Successful
PAY11154,ORD11154,Net Banking,Successful
PAY11155,ORD11155,UPI,Successful
PAY11156,ORD11156,Cash on Delivery,Successful
PAY11157,ORD11157,UPI,Successful
PAY11158,ORD11158,Credit Card,Successful
PAY11159,ORD11159,Cash on Delivery,Successful
PAY11160,ORD11160,Debit Card,Successful
PAY11161,ORD11161,Cash on Delivery,Successful
PAY11162,ORD11162,Credit Card,Successful
PAY11163,ORD11163,UPI,Successful
PAY11164,ORD11164,UPI,Successful
PAY11165,ORD11165,Net Banking,Successful
PAY11166,ORD11166,Debit Card,Successful
PAY11167,ORD11167,UPI,Successful
PAY11168,ORD11168,Credit Card,Successful
PAY11169,ORD11169,Cash on Delivery,Successful
PAY11170,ORD11170,Debit Card,Successful
PAY11171,ORD11171,Cash on Delivery,Successful
PAY11172,ORD11172,Debit Card,Successful
PAY11173,ORD11173,UPI,Successful
PAY11174,ORD11174,Net Banking,Successful
PAY11175,ORD11175,Cash on Delivery,Successful
PAY11176,ORD11176,Cash on Delivery,Successful
PAY11177,ORD11177,Cash on Delivery,Successful
PAY11178,ORD11178,Debit Card,Successful
PAY11179,ORD11179,Credit Card,Failed
PAY11180,ORD11180,Debit Card,Successful
PAY11181,ORD11181,Cash on Delivery,Refunded
PAY11182,ORD11182,UPI,Successful
PAY11183,ORD11183,Net Banking,Successful
PAY11184,ORD11184,Debit Card,Refunded
PAY11185,ORD11185,Debit Card,Successful
PAY11186,ORD11186,UPI,Successful
PAY11187,ORD11187,Net Banking,Successful
PAY11188,ORD11188,UPI,Successful
PAY11189,ORD11189,Credit Card,Successful
PAY11190,ORD11190,Credit Card,Successful
PAY11191,ORD11191,Debit Card,Successful
PAY11192,ORD11192,Net Banking,Successful
PAY11193,ORD11193,Debit Card,Successful
PAY11194,ORD11194,Credit Card,Successful
PAY11195,ORD11195,UPI,Failed
PAY11196,ORD11196,UPI,Successful
PAY11197,ORD11197,Credit Card,Successful
PAY11198,ORD11198,Net Banking,Successful
PAY11199,ORD11199,UPI,Successful
PAY11200,ORD11200,Cash on Delivery,Successful
PAY11201,ORD11201,Net Banking,Successful
PAY11202,ORD11202,Net Banking,Successful
PAY11203,ORD11203,UPI,Successful
PAY11204,ORD11204,Credit Card,Successful
PAY11205,ORD11205,UPI,Successful
PAY11206,ORD11206,Net Banking,Successful
PAY11207,ORD11207,Net Banking,Successful
PAY11208,ORD11208,Credit Card,Successful
PAY11209,ORD11209,Debit Card,Successful
PAY11210,ORD11210,Cash on Delivery,Successful
PAY11211,ORD11211,Credit Card,Failed
PAY11212,ORD11212,Debit Card,Successful
PAY11213,ORD11213,Debit Card,Successful
PAY11214,ORD11214,Net Banking,Successful
PAY11215,ORD11215,Cash on Delivery,Failed
PAY11216,ORD11216,Net Banking,Failed
PAY11217,ORD11217,Cash on Delivery,Successful
PAY11218,ORD11218,Debit Card,Successful
PAY11219,ORD11219,UPI,Failed
PAY11220,ORD11220,Cash on Delivery,Successful
PAY11221,ORD11221,UPI,Successful
PAY11222,ORD11222,UPI,Successful
PAY11223,ORD11223,Debit Card,Successful
PAY11224,ORD11224,Cash on Delivery,Successful
PAY11225,ORD11225,UPI,Failed
PAY11226,ORD11226,Debit Card,Successful
PAY11227,ORD11227,Net Banking,Successful
PAY11228,ORD11228,UPI,Successful
PAY11229,ORD11229,Credit Card,Failed
PAY11230,ORD11230,Cash on Delivery,Failed
PAY11231,ORD11231,Cash on Delivery,Successful
PAY11232,ORD11232,Debit Card,Successful
PAY11233,ORD11233,UPI,Successful
PAY11234,ORD11234,UPI,Successful
PAY11235,ORD11235,Debit Card,Successful
PAY11236,ORD11236,Debit Card,Successful
PAY11237,ORD11237,Credit Card,Successful
PAY11238,ORD11238,Net Banking,Successful
PAY11239,ORD11239,Net Banking,Successful
PAY11240,ORD11240,Net Banking,Successful
PAY11241,ORD11241,Credit Card,Successful
PAY11242,ORD11242,Net Banking,Failed
PAY11243,ORD11243,Debit Card,Failed
PAY11244,ORD11244,Credit Card,Successful
PAY11245,ORD11245,Cash on Delivery,Successful
PAY11246,ORD11246,Cash on Delivery,Successful
PAY11247,ORD11247,Credit Card,Successful
PAY11248,ORD11248,Net Banking,Successful
PAY11249,ORD11249,UPI,Successful
PAY11250,ORD11250,Net Banking,Successful
PAY11251,ORD11251,Credit Card,Successful
PAY11252,ORD11252,UPI,Successful
PAY11253,ORD11253,UPI,Successful
PAY11254,ORD11254,Credit Card,Successful
PAY11255,ORD11255,Cash on Delivery,Successful
PAY11256,ORD11256,Net Banking,Refunded
PAY11257,ORD11257,Net Banking,Successful
PAY11258,ORD11258,Credit Card,Successful
PAY11259,ORD11259,Credit Card,Successful
PAY11260,ORD11260,UPI,Successful
PAY11261,ORD11261,UPI,Successful
PAY11262,ORD11262,Cash on Delivery,Successful
PAY11263,ORD11263,Cash on Delivery,Successful
PAY11264,ORD11264,Cash on Delivery,Failed
PAY11265,ORD11265,Credit Card,Successful
PAY11266,ORD11266,Debit Card,Successful
PAY11267,ORD11267,Cash on Delivery,Successful
PAY11268,ORD11268,Cash on Delivery,Successful
PAY11269,ORD11269,Credit Card,Successful
PAY11270,ORD11270,Net Banking,Successful
PAY11271,ORD11271,Credit Card,Successful
PAY11272,ORD11272,Net Banking,Successful
PAY11273,ORD11273,Net Banking,Successful
PAY11274,ORD11274,Credit Card,Successful
PAY11275,ORD11275,Cash on Delivery,Successful
PAY11276,ORD11276,Cash on Delivery,Successful
PAY11277,ORD11277,UPI,Successful
PAY11278,ORD11278,UPI,Successful
PAY11279,ORD11279,UPI,Successful
PAY11280,ORD11280,Credit Card,Successful
PAY11281,ORD11281,UPI,Successful
PAY11282,ORD11282,Cash on Delivery,Successful
PAY11283,ORD11283,Cash on Delivery,Successful
PAY11284,ORD11284,UPI,Failed
PAY11285,ORD11285,Debit Card,Successful
PAY11286,ORD11286,Credit Card,Successful
PAY11287,ORD11287,UPI,Successful
PAY11288,ORD11288,Credit Card,Successful
PAY11289,ORD11289,Net Banking,Successful
PAY11290,ORD11290,Net Banking,Successful
PAY11291,ORD11291,Net Banking,Successful
PAY11292,ORD11292,Net Banking,Successful
PAY11293,ORD11293,Credit Card,Refunded
PAY11294,ORD11294,Cash on Delivery,Successful
PAY11295,ORD11295,Debit Card,Successful
PAY11296,ORD11296,Debit Card,Successful
PAY11297,ORD11297,Debit Card,Successful
PAY11298,ORD11298,Debit Card,Successful
PAY11299,ORD11299,Cash on Delivery,Successful
PAY11300,ORD11300,Credit Card,Successful
PAY11301,ORD11301,Debit Card,Successful
PAY11302,ORD11302,Credit Card,Failed
PAY11303,ORD11303,Net Banking,Successful
PAY11304,ORD11304,Cash on Delivery,Successful
PAY11305,ORD11305,Debit Card,Successful
PAY11306,ORD11306,Debit Card,Failed
PAY11307,ORD11307,Credit Card,Successful
PAY11308,ORD11308,Credit Card,Successful
PAY11309,ORD11309,Debit Card,Successful
PAY11310,ORD11310,Cash on Delivery,Successful
PAY11311,ORD11311,Credit Card,Successful
PAY11312,ORD11312,Credit Card,Successful
PAY11313,ORD11313,Credit Card,Successful
PAY11314,ORD11314,Credit Card,Successful
PAY11315,ORD11315,UPI,Successful
PAY11316,ORD11316,Cash on Delivery,Successful
PAY11317,ORD11317,Debit Card,Successful
PAY11318,ORD11318,Credit Card,Successful
PAY11319,ORD11319,Debit Card,Successful
PAY11320,ORD11320,Debit Card,Successful
PAY11321,ORD11321,UPI,Successful
PAY11322,ORD11322,Cash on Delivery,Successful
PAY11323,ORD11323,Cash on Delivery,Successful
PAY11324,ORD11324,UPI,Successful
PAY11325,ORD11325,UPI,Successful
PAY11326,ORD11326,UPI,Failed
PAY11327,ORD11327,UPI,Successful
PAY11328,ORD11328,Debit Card,Successful
PAY11329,ORD11329,Cash on Delivery,Successful
PAY11330,ORD11330,Net Banking,Successful
PAY11331,ORD11331,UPI,Failed
PAY11332,ORD11332,Net Banking,Successful
PAY11333,ORD11333,Debit Card,Successful
PAY11334,ORD11334,UPI,Successful
PAY11335,ORD11335,UPI,Successful
PAY11336,ORD11336,Credit Card,Successful
PAY11337,ORD11337,UPI,Failed
PAY11338,ORD11338,Net Banking,Successful
PAY11339,ORD11339,Credit Card,Successful
PAY11340,ORD11340,Debit Card,Successful
PAY11341,ORD11341,Net Banking,Successful
PAY11342,ORD11342,Credit Card,Successful
PAY11343,ORD11343,Debit Card,Successful
PAY11344,ORD11344,Cash on Delivery,Successful
PAY11345,ORD11345,Cash on Delivery,Successful
PAY11346,ORD11346,Debit Card,Successful
PAY11347,ORD11347,UPI,Successful
PAY11348,ORD11348,Credit Card,Failed
PAY11349,ORD11349,Credit Card,Successful
PAY11350,ORD11350,Cash on Delivery,Successful
PAY11351,ORD11351,Cash on Delivery,Successful
PAY11352,ORD11352,Net Banking,Successful
PAY11353,ORD11353,Cash on Delivery,Successful
PAY11354,ORD11354,Credit Card,Successful
PAY11355,ORD11355,UPI,Successful
PAY11356,ORD11356,Credit Card,Successful
PAY11357,ORD11357,Net Banking,Successful
PAY11358,ORD11358,Credit Card,Successful
PAY11359,ORD11359,UPI,Failed
PAY11360,ORD11360,UPI,Failed
PAY11361,ORD11361,UPI,Successful
PAY11362,ORD11362,Net Banking,Refunded
PAY11363,ORD11363,Net Banking,Successful
PAY11364,ORD11364,Debit Card,Successful
PAY11365,ORD11365,Credit Card,Successful
PAY11366,ORD11366,Debit Card,Successful
PAY11367,ORD11367,Net Banking,Successful
PAY11368,ORD11368,Credit Card,Successful
PAY11369,ORD11369,Credit Card,Failed
PAY11370,ORD11370,Cash on Delivery,Successful
PAY11371,ORD11371,UPI,Successful
PAY11372,ORD11372,Cash on Delivery,Successful
PAY11373,ORD11373,Credit Card,Successful
PAY11374,ORD11374,Debit Card,Successful
PAY11375,ORD11375,Net Banking,Failed
PAY11376,ORD11376,Net Banking,Successful
PAY11377,ORD11377,Net Banking,Successful
PAY11378,ORD11378,Net Banking,Successful
PAY11379,ORD11379,Net Banking,Successful
PAY11380,ORD11380,Cash on Delivery,Successful
PAY11381,ORD11381,Cash on Delivery,Refunded
PAY11382,ORD11382,Credit Card,Successful
PAY11383,ORD11383,Debit Card,Successful
PAY11384,ORD11384,UPI,Successful
PAY11385,ORD11385,Debit Card,Successful
PAY11386,ORD11386,Cash on Delivery,Successful
PAY11387,ORD11387,Net Banking,Successful
PAY11388,ORD11388,Cash on Delivery,Successful
PAY11389,ORD11389,Cash on Delivery,Successful
PAY11390,ORD11390,UPI,Failed
PAY11391,ORD11391,Debit Card,Successful
PAY11392,ORD11392,Cash on Delivery,Successful
PAY11393,ORD11393,Cash on Delivery,Successful
PAY11394,ORD11394,Debit Card,Successful
PAY11395,ORD11395,Debit Card,Successful
PAY11396,ORD11396,Cash on Delivery,Successful
PAY11397,ORD11397,Debit Card,Successful
PAY11398,ORD11398,Credit Card,Successful
PAY11399,ORD11399,Debit Card,Successful
PAY11400,ORD11400,Net Banking,Refunded
PAY11401,ORD11401,Cash on Delivery,Successful
PAY11402,ORD11402,Debit Card,Successful
PAY11403,ORD11403,Net Banking,Successful
PAY11404,ORD11404,UPI,Successful
PAY11405,ORD11405,UPI,Refunded
PAY11406,ORD11406,Credit Card,Successful
PAY11407,ORD11407,Credit Card,Successful
PAY11408,ORD11408,Cash on Delivery,Successful
PAY11409,ORD11409,Credit Card,Successful
PAY11410,ORD11410,Net Banking,Successful
PAY11411,ORD11411,Credit Card,Successful
PAY11412,ORD11412,Credit Card,Successful
PAY11413,ORD11413,Debit Card,Successful
PAY11414,ORD11414,Cash on Delivery,Successful
PAY11415,ORD11415,Debit Card,Successful
PAY11416,ORD11416,Net Banking,Successful
PAY11417,ORD11417,Cash on Delivery,Successful
PAY11418,ORD11418,Cash on Delivery,Successful
PAY11419,ORD11419,UPI,Successful
PAY11420,ORD11420,Net Banking,Successful
PAY11421,ORD11421,Cash on Delivery,Successful
PAY11422,ORD11422,UPI,Failed
PAY11423,ORD11423,Credit Card,Successful
PAY11424,ORD11424,Net Banking,Successful
PAY11425,ORD11425,Credit Card,Successful
PAY11426,ORD11426,Net Banking,Successful
PAY11427,ORD11427,Credit Card,Successful
PAY11428,ORD11428,Credit Card,Successful
PAY11429,ORD11429,Credit Card,Successful
PAY11430,ORD11430,Cash on Delivery,Refunded
PAY11431,ORD11431,Debit Card,Successful
PAY11432,ORD11432,Cash on Delivery,Successful
PAY11433,ORD11433,Net Banking,Successful
PAY11434,ORD11434,Net Banking,Refunded
PAY11435,ORD11435,Cash on Delivery,Refunded
PAY11436,ORD11436,Cash on Delivery,Successful
PAY11437,ORD11437,Debit Card,Successful
PAY11438,ORD11438,Cash on Delivery,Refunded
PAY11439,ORD11439,UPI,Successful
PAY11440,ORD11440,Net Banking,Successful
PAY11441,ORD11441,Cash on Delivery,Successful
PAY11442,ORD11442,UPI,Successful
PAY11443,ORD11443,Credit Card,Successful
PAY11444,ORD11444,UPI,Successful
PAY11445,ORD11445,UPI,Successful
PAY11446,ORD11446,Credit Card,Successful
PAY11447,ORD11447,Credit Card,Successful
PAY11448,ORD11448,UPI,Successful
PAY11449,ORD11449,UPI,Successful
PAY11450,ORD11450,Cash on Delivery,Successful
PAY11451,ORD11451,UPI,Refunded
PAY11452,ORD11452,UPI,Successful
PAY11453,ORD11453,Debit Card,Successful
PAY11454,ORD11454,Cash on Delivery,Successful
PAY11455,ORD11455,Cash on Delivery,Successful
PAY11456,ORD11456,Net Banking,Successful
PAY11457,ORD11457,Net Banking,Successful
PAY11458,ORD11458,Credit Card,Successful
PAY11459,ORD11459,Credit Card,Successful
PAY11460,ORD11460,UPI,Successful
PAY11461,ORD11461,Cash on Delivery,Successful
PAY11462,ORD11462,Credit Card,Refunded
PAY11463,ORD11463,Net Banking,Failed
PAY11464,ORD11464,Cash on Delivery,Failed
PAY11465,ORD11465,UPI,Successful
PAY11466,ORD11466,Net Banking,Failed
PAY11467,ORD11467,Credit Card,Successful
PAY11468,ORD11468,UPI,Successful
PAY11469,ORD11469,UPI,Successful
PAY11470,ORD11470,UPI,Successful
PAY11471,ORD11471,Net Banking,Successful
